sep=;
CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;Vbat;Trigger;AccX;AccY;AccZ;GyX;GyY;GyZ;N;fs;Timestamp
335.114102455304;393.804517264344;294.900039706056;420.118728306836;468.703285552428;100.916513792665;180.866310791699;102.231385183092;3259;0;-238;-7120;-14840;-164;9;36;315496;500;10:43:44.495855
386.170589221079;419.077411149804;253.934822384112;281.610118666064;358.787786110427;-4.56947542346769;312.543954469669;204.087948198361;3259;0;-238;-7120;-14840;-164;9;36;315497;500;10:43:44.495896
444.140755148942;527.985956983844;232.293175196015;182.302409785141;456.551320773989;482.775456627963;513.151600599556;360.233127127207;3259;0;-238;-7120;-14840;-164;9;36;315498;500;10:43:44.495926
257.256152162837;190.672791796043;-125.384037137137;-61.981819473426;216.575919913264;621.177331979519;324.083941478732;138.638353361255;3259;0;-238;-7120;-14840;-164;9;36;315499;500;10:43:44.495972
830.033119998646;397.259730663123;-135.865303628729;-1.63171660651828;101.910037044144;375.509281857015;496.463489837387;396.666301908167;3259;0;-238;-7120;-14840;-164;9;36;315500;500;10:43:44.496003
629.952649632931;558.22338085565;9.78282388601522;147.861657147813;173.767200904651;31.1034454631189;501.671724199852;374.618160588858;3259;0;-238;-7120;-14840;-164;9;36;315501;500;10:43:44.496037
400.732741849845;506.280350887978;109.23318498224;277.349123191814;415.427427792686;203.887439649937;465.952688235261;362.94878846609;3259;0;-238;-7120;-14840;-164;9;36;315502;500;10:43:44.497326
530.420486244967;831.650136149337;332.753052318458;565.160782980727;682.595532406064;438.961509812091;241.186486507146;324.124476296136;3259;0;-238;-7120;-14840;-164;9;36;315503;500;10:43:44.497444
282.480874494791;886.47071836839;483.309117489993;732.98904969675;611.20701293195;421.671291756669;421.066697248732;462.210437605397;3259;0;-238;-7120;-14840;-164;9;36;315504;500;10:43:44.497546
141.260571661472;564.811519403651;309.902645778143;554.5066935591;343.568966391496;388.727684857756;556.687674574267;509.725806440746;3259;0;-238;-7120;-14840;-164;9;36;315505;500;10:43:44.497882
-130.811678093377;394.852084980579;42.0660771677395;281.243422111377;87.8260456884866;-51.8589546656167;502.284219932365;311.435625905166;3259;0;-202;-7204;-14901;-274;97;-4;315506;500;10:43:44.497992
88.7203479932138;402.930699323194;50.304209677965;315.657068978341;319.822104297453;17.7547091669764;538.703796925418;372.916165037342;3259;0;-202;-7204;-14901;-274;97;-4;315507;500;10:43:44.498106
437.673237580049;660.605749010262;288.423791472662;493.270158886781;408.502952489353;89.9003822512349;720.362476500418;627.363936765336;3259;0;-202;-7204;-14901;-274;97;-4;315508;500;10:43:44.498224
329.20962158508;349.146522120963;74.5222015215255;343.039365351466;3.38430220680492;-619.618645434196;561.041827802993;423.814957372977;3259;0;-202;-7204;-14901;-274;97;-4;315509;500;10:43:44.498316
423.556625757257;396.428924889667;5.50543661987496;209.093428856687;-23.2692990852585;-624.894947367106;499.685810842615;391.912262160637;3259;0;-202;-7204;-14901;-274;97;-4;315510;500;10:43:44.498396
331.485076212647;460.158953606993;2.98144482643768;101.472301360991;220.384586952365;-310.985242790883;477.465366016679;394.634605343956;3259;0;-202;-7204;-14901;-274;97;-4;315511;500;10:43:44.498609
250.944775086265;496.343824922609;35.8908236751558;63.5597819396135;254.717122423494;-242.363027720044;594.568089338192;456.937208018424;3259;0;-202;-7204;-14901;-274;97;-4;315512;500;10:43:44.498759
77.6387383339753;421.762483420744;-10.5788338190106;-17.0977513898229;35.0980291411952;-249.307987821225;635.460608429196;401.340140336239;3259;0;-202;-7204;-14901;-274;97;-4;315513;500;10:43:44.498851
344.314745560816;470.305352387997;112.664255439111;287.782687663433;327.728232917593;248.4786080715;594.538655109321;440.225832917051;3259;0;-202;-7204;-14901;-274;97;-4;315514;500;10:43:44.498924
263.533313544274;278.484725977242;-111.32570190204;294.916742930102;420.266114898383;583.986676272784;530.203581693524;303.862181295935;3259;0;-202;-7204;-14901;-274;97;-4;315515;500;10:43:44.498997
246.127088520991;245.512295961628;-237.103226549276;128.112805884685;453.912168708284;256.904797723954;479.501262789067;278.223722123547;3259;0;-172;-7349;-14919;-60;181;49;315516;500;10:43:44.499095
224.265411859512;297.276484413714;-251.571990186417;17.602176210412;511.827668534916;271.860597774374;603.382065761064;412.470174136069;3259;0;-172;-7349;-14919;-60;181;49;315517;500;10:43:44.499246
344.323193504126;561.12903802081;208.002570966949;599.012934875639;867.490441476441;436.035463695349;476.076458082085;492.629343814631;3259;0;-172;-7349;-14919;-60;181;49;315518;500;10:43:44.499425
311.897971015455;510.435033045893;136.791825760966;405.996846038944;447.496404627554;86.3939077602502;576.810944207374;475.075276145927;3259;0;-172;-7349;-14919;-60;181;49;315519;500;10:43:44.499604
273.058161547056;465.331718700445;113.876440394133;398.52520401175;343.706490907007;50.9046914442647;677.761194698834;393.773566358956;3259;0;-172;-7349;-14919;-60;181;49;315520;500;10:43:44.543770
346.412044558751;565.231085524128;276.961516869165;588.865076384336;566.202529394209;273.871835611206;554.992959552619;320.668614653201;3259;0;-172;-7349;-14919;-60;181;49;315521;500;10:43:44.543806
425.93408631358;591.372228487162;287.578642110557;623.439541430779;619.087312146203;210.302632224211;611.298570622767;437.924561873377;3259;0;-172;-7349;-14919;-60;181;49;315522;500;10:43:44.544840
497.743862851744;633.169487005918;361.644373865745;527.889218523274;501.838450717172;106.240057054789;570.22619545777;555.944363709273;3259;0;-172;-7349;-14919;-60;181;49;315523;500;10:43:44.544924
317.555588221865;468.387498382637;131.342745445371;25.3634339861299;62.2316534706815;-58.596251657676;737.282064701099;563.365790881075;3259;0;-172;-7349;-14919;-60;181;49;315524;500;10:43:44.545012
205.825012787182;477.910237250896;164.014134665798;96.054359818686;-40.359948634741;18.2186354246608;653.224195928147;384.980337834358;3259;0;-172;-7349;-14919;-60;181;49;315525;500;10:43:44.545157
160.926995583325;441.614666130787;209.603170400477;178.288329489298;-62.7771403844752;-203.485102045988;717.024595041812;344.342691970241;3259;0;-208;-7417;-14857;279;190;104;315526;500;10:43:44.545263
285.212464439075;524.432895528302;268.717692291116;304.530402001055;151.840078593709;210.155831203363;763.827674004308;464.981119770547;3259;0;-208;-7417;-14857;279;190;104;315527;500;10:43:44.545355
462.15707539441;886.162250066356;802.659317038723;989.919257055449;860.718737911805;853.327489055336;363.872918123841;341.705961760733;3259;0;-208;-7417;-14857;279;190;104;315528;500;10:43:44.545422
292.217151242176;741.01218412869;603.556245682021;742.053991898705;762.792424707209;501.165858298507;140.316822935119;111.848282069404;3259;0;-208;-7417;-14857;279;190;104;315529;500;10:43:44.545532
269.849780175142;662.484000965933;476.97270574904;510.46041159216;752.289847059859;440.311539958512;173.540355486192;136.606860208637;3259;0;-208;-7417;-14857;279;190;104;315530;500;10:43:44.545627
353.698027409327;753.702828478847;452.831351635173;380.596787526373;534.627368411287;238.72058657849;212.43346238869;196.897220224332;3259;0;-208;-7417;-14857;279;190;104;315531;500;10:43:44.545709
414.961490523854;916.070999891474;677.580729136213;749.689096103634;671.128684420727;391.243985343239;235.792233440259;261.723350686331;3259;0;-208;-7417;-14857;279;190;104;315532;500;10:43:44.545766
485.598772831351;1005.23781148885;986.634048506985;1202.24560310988;1149.84273511502;883.766807855007;158.897879546445;358.951855916117;3259;0;-208;-7417;-14857;279;190;104;315533;500;10:43:44.545823
470.895439270773;968.130241301349;885.856524769907;1045.69891062591;1083.09179129755;934.383996199206;193.519035964881;423.669251176452;3259;0;-208;-7417;-14857;279;190;104;315534;500;10:43:44.545872
366.840661043855;855.225825311627;681.960263504661;812.336172753884;864.729824325321;818.528716375439;55.9882074305762;275.570184320852;3259;0;-208;-7417;-14857;279;190;104;315535;500;10:43:44.545913
398.00643950275;838.647492244787;627.906533142735;768.666399442029;659.681461433581;604.798820743041;59.7112003397463;409.839786561799;3259;0;-236;-7356;-14828;341;120;141;315536;500;10:43:44.545956
546.79388030651;892.054920861487;550.352311223165;627.405003251509;250.945388031005;31.906789434167;274.876279882819;603.543920654811;3259;0;-236;-7356;-14828;341;120;141;315537;500;10:43:44.546001
688.786372191477;1072.58427363283;611.927845290432;664.715909548323;-154.179141907384;-260.797783282535;418.548674457446;680.603171826358;3259;0;-236;-7356;-14828;341;120;141;315538;500;10:43:44.546046
499.860114451827;916.269050663359;410.011513727693;462.317306104322;-233.595232112996;-78.4573587526502;581.717712052499;479.003160409694;3259;0;-236;-7356;-14828;341;120;141;315539;500;10:43:44.546093
368.959814615821;842.790056823261;383.202217499355;436.980567946417;271.715107494487;518.301354854594;648.786605487297;313.439375861018;3259;0;-236;-7356;-14828;341;120;141;315540;500;10:43:44.546142
188.501491781354;777.062688730503;331.716706976535;463.804738351355;654.282117914766;791.144886082461;445.746122635854;29.0884516491568;3259;0;-236;-7356;-14828;341;120;141;315541;500;10:43:44.546192
177.295922227204;825.917032990984;380.426258444507;553.856844065428;812.110708926236;795.107952826412;639.821612970549;216.616477736479;3259;0;-236;-7356;-14828;341;120;141;315542;500;10:43:44.591218
263.820558417686;840.718050543821;354.11679650238;551.379975569849;828.513241248221;713.087412534358;694.717005041184;371.041608932442;3259;0;-236;-7356;-14828;341;120;141;315543;500;10:43:44.591255
186.380012033134;675.647770150949;259.107868865015;430.489765246189;552.014112376574;212.963392246955;622.220134483987;296.960549265098;3259;0;-236;-7356;-14828;341;120;141;315544;500;10:43:44.591281
95.1108459182413;499.684689054428;158.185933912516;351.532772055989;506.196161802709;305.697378889116;668.735222067053;191.104882237649;3259;0;-236;-7356;-14828;341;120;141;315545;500;10:43:44.591310
238.824357689855;837.67922407239;428.019372261137;619.165831128325;906.63622777661;644.07963317754;387.168888770483;135.982434798983;3259;0;-198;-7268;-14898;97;92;103;315546;500;10:43:44.591338
472.739996911251;1107.27299429391;769.111219185093;977.950459236169;1329.95825695119;825.677234555812;250.59668230335;406.513811208131;3259;0;-198;-7268;-14898;97;92;103;315547;500;10:43:44.591369
656.945692339099;1347.84345431901;927.166544452053;1025.4978197509;1127.45965391402;467.170622955482;71.5787666974833;489.452451102393;3259;0;-198;-7268;-14898;97;92;103;315548;500;10:43:44.591399
211.605033334739;1235.84655256064;785.229063020232;762.280375801693;537.150297639176;-6.71037838923783;-142.740229952597;260.007040023298;3259;0;-198;-7268;-14898;97;92;103;315549;500;10:43:44.592116
-491.662432709584;1257.21398888165;838.798909758646;781.713016628923;458.246836499664;125.46267964065;-307.763627622166;37.6972471768727;3259;0;-198;-7268;-14898;97;92;103;315550;500;10:43:44.592224
-118.689171319759;1334.55917413131;1055.95328014834;887.048980200042;564.634640002136;315.689291823781;-336.86654163909;96.6054550543243;3259;0;-198;-7268;-14898;97;92;103;315551;500;10:43:44.592305
177.525465902526;1077.37240831035;995.153800576634;712.458294337787;318.626455174113;95.4454972978603;-17.0375628658057;273.465723399318;3259;0;-198;-7268;-14898;97;92;103;315552;500;10:43:44.592407
172.822057832055;883.336800314811;697.821310277946;387.669501999247;-126.902616462708;-441.032897507567;325.94665449567;303.78471615866;3259;0;-198;-7268;-14898;97;92;103;315553;500;10:43:44.592478
486.157554936753;1012.46434398769;610.311661761646;261.117095663922;-522.001720367837;-695.909903791726;673.009873083221;417.21121251233;3259;0;-198;-7268;-14898;97;92;103;315554;500;10:43:44.592653
505.765463798696;834.744643853956;354.67168074381;57.6237401374809;-717.811663571246;-739.139991397161;909.820145986153;469.950215009415;3259;0;-198;-7268;-14898;97;92;103;315555;500;10:43:44.592724
377.16692758803;604.927687015994;17.6463222025696;-259.113904159735;-963.027385898675;-1438.33929435511;1148.52167277011;499.926949620797;3259;0;-155;-7291;-14950;-159;320;-55;315556;500;10:43:44.592804
